Código IBGE,Município,Diretoria Regional,Mesorregião,Número de alunos extremamente pobres beneficiários atualmente,Número de famílias extremamente pobres beneficiárias atualmente,Número de alunos extremamente pobres da lista atual que receberam o benefício,"Número de alunos extremamente pobres que receberam o benefício, incluindo os alunos bloqueados",Número de famílias extremamente pobres da lista atual que receberam o benefício,"Número de famílias extremamente pobres que receberam o benefício, incluindo as famílias que têm alunos bloqueados",Número de famílias extremamente pobres da lista atual que receberam o benefício parcialmente,Número de alunos extremamente pobres da lista atual que receberam o benefício parcialmente,Número de famílias extremamente pobres da lista atual que receberam todo o valor do benefício a que tem direito,Número de alunos extremamente pobres da lista atual que receberam todo o valor do benefício a que tem direito,Número de famílias extremamente pobres da lista atual que receberam mais que o valor do benefício,Número de alunos extremamente pobres da lista atual que receberam mais que o valor do benefício,Percentual de alunos extremamente pobres da lista atual que receberam o benefício,Percentual de famílias extremamente pobres da lista atual que receberam o benefício,Total de dinheiro repassado aos beneficiários da lista atual de extremamente pobres,"Total de dinheiro repassado aos beneficiários extremamente pobres, incluindo os bloqueados"
3100104,ABADIA DOS DOURADOS,Uberlândia,Triângulo Mineiro/Alto Paranaíba,78,61,66,66,51,51,31,36,20,30,0,0,0.8461538461538461,0.8360655737704918,16200,16200
3100203,ABAETE,Divinópolis,Central Mineira,98,69,91,97,65,66,34,47,31,44,0,0,0.9285714285714286,0.9420289855072463,22600,23100
3100302,ABRE CAMPO,Timóteo,Zona da Mata,461,323,346,352,233,237,58,74,173,268,2,4,0.7505422993492408,0.7213622291021672,97300,97900
3100401,ACAIACA,Timóteo,Zona da Mata,167,131,164,170,129,134,30,36,98,126,1,2,0.9820359281437125,0.9847328244274809,45700,46200
3100500,ACUCENA,Governador Valadares,Vale do Rio Doce,396,264,340,348,220,222,69,101,150,238,1,1,0.8585858585858586,0.8333333333333334,91900,92300
3100609,AGUA BOA,Teófilo Otoni,Vale do Rio Doce,1546,1012,1339,1354,855,862,141,202,708,1130,6,7,0.8661060802069858,0.8448616600790514,381450,382150
3100708,AGUA COMPRIDA,Uberaba,Triângulo Mineiro/Alto Paranaíba,61,48,58,60,45,45,13,19,32,39,0,0,0.9508196721311475,0.9375,15500,15500
3100807,AGUANIL,Divinópolis,Oeste de Minas,53,42,44,47,36,38,14,16,22,28,0,0,0.8301886792452831,0.8571428571428571,11600,11900
3100906,AGUAS FORMOSAS,Teófilo Otoni,Vale do Mucuri,1492,966,1457,1481,938,950,216,296,714,1150,8,11,0.9765415549597856,0.9710144927536232,408000,409400
3101003,AGUAS VERMELHAS,Salinas,Norte de Minas,1352,878,1345,1358,873,881,89,120,781,1221,3,4,0.9948224852071006,0.9943052391799544,391750,392650
3101102,AIMORES,Governador Valadares,Vale do Rio Doce,511,369,489,511,354,364,109,137,242,349,3,3,0.9569471624266145,0.959349593495935,133300,134600
3101201,AIURUOCA,Varginha,Sul/Sudoeste de Minas,67,51,45,45,37,37,20,26,17,19,0,0,0.6716417910447762,0.7254901960784313,10850,10850
3101300,ALAGOA,Varginha,Sul/Sudoeste de Minas,16,16,14,14,14,14,2,2,12,12,0,0,0.875,0.875,4000,4000
3101409,ALBERTINA,Poços de Caldas,Sul/Sudoeste de Minas,4,3,3,3,2,2,1,2,1,1,0,0,0.75,0.6666666666666666,700,700
3101508,ALEM PARAIBA,Juiz de Fora,Zona da Mata,523,385,465,479,340,346,160,204,178,259,2,2,0.8891013384321224,0.8831168831168831,119400,120200
3101607,ALFENAS,Varginha,Sul/Sudoeste de Minas,927,628,869,892,583,589,247,358,328,498,8,13,0.9374325782092773,0.928343949044586,225850,226950
3101631,ALFREDO VASCONCELOS,São João Del Rei,Campo das Vertentes,100,77,81,82,61,61,34,47,27,34,0,0,0.81,0.7922077922077922,19600,19600
3101706,ALMENARA,Almenara,Jequitinhonha,1442,1117,1203,1219,918,926,303,370,609,824,6,9,0.834257975034674,0.8218442256042973,324200,325200
3101805,ALPERCATA,Governador Valadares,Vale do Rio Doce,149,128,136,138,116,116,62,71,54,65,0,0,0.912751677852349,0.90625,33700,33700
3101904,ALPINOPOLIS,Passos,Sul/Sudoeste de Minas,120,88,111,119,82,84,36,44,46,67,0,0,0.925,0.9318181818181818,28900,29400
3102001,ALTEROSA,Passos,Sul/Sudoeste de Minas,213,165,185,186,144,144,77,92,66,92,1,1,0.8685446009389671,0.8727272727272727,46400,46400
3102050,ALTO CAPARAO,Muriaé,Zona da Mata,91,81,78,82,69,70,30,34,39,44,0,0,0.8571428571428571,0.8518518518518519,20000,20200
3102100,ALTO RIO DOCE,São João Del Rei,Zona da Mata,773,552,688,698,486,490,102,136,383,550,1,2,0.890038809831824,0.8804347826086957,192900,193500
3102209,ALVARENGA,Governador Valadares,Vale do Rio Doce,206,164,205,210,163,166,70,80,93,125,0,0,0.9951456310679612,0.9939024390243902,53450,53950
3102308,ALVINOPOLIS,Timóteo,Metropolitana de Belo Horizonte,590,412,584,592,406,409,111,138,293,444,2,2,0.9898305084745763,0.9854368932038835,161600,161900
3102407,ALVORADA DE MINAS,Diamantina,Metropolitana de Belo Horizonte,457,251,363,368,193,195,33,43,158,318,2,2,0.7943107221006565,0.7689243027888446,104800,105000
3102506,AMPARO DA SERRA,Muriaé,Zona da Mata,157,131,136,137,115,115,56,59,59,77,0,0,0.8662420382165605,0.8778625954198473,34850,34850
3102605,ANDRADAS,Poços de Caldas,Sul/Sudoeste de Minas,103,77,77,80,58,60,26,34,32,43,0,0,0.7475728155339806,0.7532467532467533,19700,20000
3102704,CACHOEIRA DE PAJEU,Salinas,Jequitinhonha,679,479,677,688,477,480,74,84,399,589,4,4,0.9970544918998527,0.9958246346555324,195100,195500
3102803,ANDRELANDIA,Juiz de Fora,Sul/Sudoeste de Minas,174,151,148,150,129,130,78,88,51,60,0,0,0.8505747126436781,0.8543046357615894,35600,35700
3102852,ANGELANDIA,Diamantina,Jequitinhonha,607,373,530,539,322,325,40,57,279,470,3,3,0.8731466227347611,0.8632707774798928,153500,153800
3102902,ANTONIO CARLOS,São João Del Rei,Campo das Vertentes,197,132,177,177,117,117,61,87,56,90,0,0,0.8984771573604061,0.8863636363636364,44400,44400
3103009,ANTONIO DIAS,Timóteo,Vale do Rio Doce,372,263,353,359,246,248,59,81,185,270,2,2,0.9489247311827957,0.935361216730038,98000,98200
3103108,ANTONIO PRADO DE MINAS,Muriaé,Zona da Mata,44,31,36,36,25,25,7,11,18,25,0,0,0.8181818181818182,0.8064516129032258,9700,9700
3103207,ARACAI,Curvelo,Metropolitana de Belo Horizonte,28,24,23,23,21,21,6,7,15,16,0,0,0.8214285714285714,0.875,6200,6200
3103306,ARACITABA,Juiz de Fora,Zona da Mata,24,21,24,24,21,21,3,3,18,21,0,0,1,1,6900,6900
3103405,ARACUAI,Araçuaí,Jequitinhonha,1862,1199,1773,1822,1133,1157,244,333,876,1422,13,18,0.952201933404941,0.944954128440367,500000,502800
3103504,ARAGUARI,Uberlândia,Triângulo Mineiro/Alto Paranaíba,1523,1022,1473,1545,982,1003,403,544,563,909,16,20,0.9671700590938936,0.9608610567514677,389400,391900
3103603,ARANTINA,Juiz de Fora,Sul/Sudoeste de Minas,43,40,37,37,34,34,14,16,20,21,0,0,0.8604651162790697,0.85,9500,9500
3103702,ARAPONGA,Muriaé,Zona da Mata,167,120,110,110,81,81,24,31,57,79,0,0,0.6586826347305389,0.675,29900,29900
3103751,ARAPORA,Uberlândia,Triângulo Mineiro/Alto Paranaíba,16,16,15,15,15,15,10,10,5,5,0,0,0.9375,0.9375,3500,3500
3103801,ARAPUA,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,22,17,22,22,17,17,12,15,5,7,0,0,1,1,5100,5100
3103900,ARAUJOS,Divinópolis,Central Mineira,34,23,30,31,20,21,7,8,13,22,0,0,0.8823529411764706,0.8695652173913043,8200,8300
3104007,ARAXA,Uberaba,Triângulo Mineiro/Alto Paranaíba,1322,1005,1273,1341,962,984,429,523,518,734,15,16,0.9629349470499243,0.9572139303482587,331300,334100
3104106,ARCEBURGO,Poços de Caldas,Sul/Sudoeste de Minas,66,48,65,70,47,49,9,12,37,52,1,1,0.9848484848484849,0.9791666666666666,18400,18600
3104205,ARCOS,Divinópolis,Oeste de Minas,279,211,245,265,186,196,82,103,102,140,2,2,0.8781362007168458,0.8815165876777251,63600,64600
3104304,AREADO,Varginha,Sul/Sudoeste de Minas,100,82,93,93,76,76,21,25,55,68,0,0,0.93,0.926829268292683,25400,25400
3104403,ARGIRITA,Juiz de Fora,Zona da Mata,22,18,22,23,18,19,4,5,14,17,0,0,1,1,6100,6200
3104452,ARICANDUVA,Diamantina,Jequitinhonha,437,276,374,381,228,230,14,19,211,351,3,4,0.8558352402745996,0.8260869565217391,110800,111000
3104502,ARINOS,Paracatu,Noroeste de Minas,1010,699,860,877,585,591,118,153,461,701,6,6,0.8514851485148515,0.8369098712446352,243300,244100
3104601,ASTOLFO DUTRA,Juiz de Fora,Zona da Mata,133,97,118,122,83,84,24,32,58,85,1,1,0.8872180451127819,0.8556701030927835,32300,32500
3104700,ATALEIA,Teófilo Otoni,Vale do Mucuri,890,607,799,822,540,553,60,79,474,713,6,7,0.8977528089887641,0.8896210873146623,232150,233750
3104809,AUGUSTO DE LIMA,Curvelo,Central Mineira,95,74,86,86,67,67,26,27,41,59,0,0,0.9052631578947369,0.9054054054054054,23100,23100
3104908,BAEPENDI,Varginha,Sul/Sudoeste de Minas,389,296,275,286,216,218,97,120,115,151,4,4,0.7069408740359897,0.7297297297297297,71000,71200
3105004,BALDIM,Metropolitana,Metropolitana de Belo Horizonte,221,165,217,227,162,168,74,100,86,114,2,3,0.9819004524886877,0.9818181818181818,55300,55900
3105103,BAMBUI,Divinópolis,Oeste de Minas,216,149,195,198,132,132,63,89,69,106,0,0,0.9027777777777778,0.8859060402684564,49600,49600
3105202,BANDEIRA,Almenara,Jequitinhonha,161,123,128,138,93,99,12,15,80,112,1,1,0.7950310559006211,0.7560975609756098,37100,37900
3105301,BANDEIRA DO SUL,Poços de Caldas,Sul/Sudoeste de Minas,24,21,24,26,21,23,5,5,16,19,0,0,1,1,6700,6900
3105400,BARAO DE COCAIS,Metropolitana,Metropolitana de Belo Horizonte,324,236,301,309,218,223,92,120,123,178,3,3,0.9290123456790124,0.923728813559322,78600,79100
3105509,BARAO DE MONTE ALTO,Muriaé,Zona da Mata,179,131,177,179,129,129,29,39,99,137,1,1,0.9888268156424581,0.9847328244274809,49300,49300
3105608,BARBACENA,São João Del Rei,Campo das Vertentes,1180,872,1110,1133,818,826,344,432,469,668,5,10,0.940677966101695,0.9380733944954128,290350,291350
3105707,BARRA LONGA,Timóteo,Zona da Mata,339,218,311,318,206,209,22,34,180,271,4,6,0.9174041297935103,0.944954128440367,90300,90600
3105905,BARROSO,São João Del Rei,Campo das Vertentes,712,553,697,712,541,547,262,318,274,374,5,5,0.9789325842696629,0.9783001808318263,177800,178400
3106002,BELA VISTA DE MINAS,Timóteo,Metropolitana de Belo Horizonte,201,149,187,194,138,140,61,82,75,102,2,3,0.9303482587064676,0.9261744966442953,48100,48300
3106101,BELMIRO BRAGA,Juiz de Fora,Zona da Mata,66,46,63,67,44,44,15,21,29,42,0,0,0.9545454545454546,0.9565217391304348,16750,16750
3106200,BELO HORIZONTE,Metropolitana,Metropolitana de Belo Horizonte,16022,11620,15389,15993,11105,11362,3326,4230,7651,10983,128,176,0.9604918237423543,0.9556798623063684,4206400,4239300
3106309,BELO ORIENTE,Timóteo,Vale do Rio Doce,548,449,533,543,434,438,181,212,250,318,3,3,0.9726277372262774,0.9665924276169265,139050,139550
3106408,BELO VALE,Metropolitana,Metropolitana de Belo Horizonte,77,61,65,65,54,54,32,39,22,26,0,0,0.8441558441558441,0.8852459016393442,15600,15600
3106507,BERILO,Araçuaí,Jequitinhonha,650,427,634,637,416,416,62,79,352,552,2,3,0.9753846153846154,0.9742388758782201,182500,182500
3106606,BERTOPOLIS,Teófilo Otoni,Vale do Mucuri,498,278,488,500,270,277,106,260,163,227,1,1,0.9799196787148594,0.9712230215827338,120500,121400
3106655,BERIZAL,Salinas,Norte de Minas,449,339,437,437,328,328,60,77,268,360,0,0,0.9732739420935412,0.967551622418879,123400,123400
3106705,BETIM,Metropolitana,Metropolitana de Belo Horizonte,6148,4832,5955,6118,4671,4753,1634,1903,3004,4006,33,46,0.9686076772934288,0.9666804635761589,1600100,1609900
3106804,BIAS FORTES,Juiz de Fora,Zona da Mata,174,137,164,164,128,128,56,68,72,96,0,0,0.9425287356321839,0.9343065693430657,42300,42300
3106903,BICAS,Juiz de Fora,Zona da Mata,156,120,146,158,111,116,57,68,54,78,0,0,0.9358974358974359,0.925,37000,38000
3107000,BIQUINHAS,Divinópolis,Central Mineira,23,19,17,18,13,14,5,6,8,11,0,0,0.7391304347826086,0.6842105263157895,4500,4600
3107109,BOA ESPERANCA,Varginha,Sul/Sudoeste de Minas,286,195,272,277,183,184,83,111,99,159,1,2,0.951048951048951,0.9384615384615385,70550,70650
3107208,BOCAINA DE MINAS,Juiz de Fora,Sul/Sudoeste de Minas,30,29,30,30,29,29,12,13,17,17,0,0,1,1,7700,7700
3107307,BOCAIUVA,Montes Claros,Norte de Minas,3646,2425,3513,3596,2326,2358,408,528,1896,2962,22,23,0.9635216675809106,0.9591752577319588,1003200,1007400
3107406,BOM DESPACHO,Divinópolis,Central Mineira,531,374,482,513,340,353,130,181,202,291,8,10,0.9077212806026366,0.9090909090909091,127500,128800
3107505,BOM JARDIM DE MINAS,Juiz de Fora,Sul/Sudoeste de Minas,99,70,93,94,64,64,25,32,39,61,0,0,0.9393939393939394,0.9142857142857143,24700,24700
3107604,BOM JESUS DA PENHA,Passos,Sul/Sudoeste de Minas,102,75,101,103,74,75,19,23,55,78,0,0,0.9901960784313726,0.9866666666666667,27850,28050
3107703,BOM JESUS DO AMPARO,Metropolitana,Metropolitana de Belo Horizonte,150,108,116,119,84,85,40,49,44,67,0,0,0.7733333333333333,0.7777777777777778,29900,30100
3107802,BOM JESUS DO GALHO,Timóteo,Vale do Rio Doce,1048,804,946,977,723,737,96,111,620,827,7,8,0.9026717557251909,0.8992537313432836,273450,275250
3107901,BOM REPOUSO,Poços de Caldas,Sul/Sudoeste de Minas,108,76,94,98,66,69,3,3,62,89,1,2,0.8703703703703703,0.868421052631579,28100,28500
3108008,BOM SUCESSO,São João Del Rei,Oeste de Minas,47,26,43,43,24,24,8,13,16,30,0,0,0.9148936170212766,0.9230769230769231,11600,11600
3108107,BONFIM,Metropolitana,Metropolitana de Belo Horizonte,229,186,228,234,185,188,80,98,105,130,0,0,0.9956331877729258,0.9946236559139785,58600,58900
3108206,BONFINOPOLIS DE MINAS,Paracatu,Noroeste de Minas,56,46,44,44,36,36,13,14,23,30,0,0,0.7857142857142857,0.782608695652174,11800,11800
3108255,BONITO DE MINAS,Montes Claros,Norte de Minas,791,472,677,689,384,388,26,48,353,623,5,6,0.8558786346396966,0.8135593220338984,198800,199200
3108305,BORDA DA MATA,Poços de Caldas,Sul/Sudoeste de Minas,106,82,96,96,72,72,27,32,45,64,0,0,0.9056603773584906,0.8780487804878049,25600,25600
3108404,BOTELHOS,Poços de Caldas,Sul/Sudoeste de Minas,127,78,110,112,68,68,34,47,34,63,0,0,0.8661417322834646,0.8717948717948718,28300,28300
3108503,BOTUMIRIM,Montes Claros,Norte de Minas,578,364,578,580,364,366,80,116,284,462,0,0,1,1,161800,162000
3108552,BRASILANDIA DE MINAS,Paracatu,Noroeste de Minas,610,440,555,578,397,406,136,178,255,370,6,7,0.9098360655737705,0.9022727272727272,149250,150450
3108602,BRASILIA DE MINAS,Montes Claros,Norte de Minas,2105,1405,1915,1932,1256,1265,151,208,1100,1701,5,6,0.9097387173396675,0.8939501779359431,554150,555150
3108701,BRAS PIRES,São João Del Rei,Zona da Mata,218,171,217,219,170,171,88,106,82,111,0,0,0.9954128440366973,0.9941520467836257,54500,54600
3108800,BRAUNAS,Timóteo,Vale do Rio Doce,196,139,187,190,132,134,41,56,90,130,1,1,0.9540816326530612,0.9496402877697842,50600,50800
3108909,BRAZOPOLIS,Poços de Caldas,Sul/Sudoeste de Minas,80,55,59,61,43,43,25,34,18,25,0,0,0.7375,0.7818181818181819,14300,14300
3109006,BRUMADINHO,Metropolitana,Metropolitana de Belo Horizonte,70,62,60,64,54,57,31,34,23,26,0,0,0.8571428571428571,0.8709677419354839,14600,14900
3109105,BUENO BRANDAO,Poços de Caldas,Sul/Sudoeste de Minas,69,53,65,67,49,50,5,7,44,58,0,0,0.9420289855072463,0.9245283018867925,18800,19000
3109204,BUENOPOLIS,Curvelo,Central Mineira,322,243,304,312,227,232,46,58,181,246,0,0,0.9440993788819876,0.934156378600823,85300,86100
3109253,BUGRE,Timóteo,Vale do Rio Doce,164,124,141,144,104,106,35,42,68,98,1,1,0.8597560975609756,0.8387096774193549,38200,38400
3109303,BURITIS,Paracatu,Noroeste de Minas,316,250,287,306,225,241,57,64,167,222,1,1,0.9082278481012658,0.9,79800,81500
3109402,BURITIZEIRO,Montes Claros,Norte de Minas,1619,1152,1521,1556,1075,1090,247,313,818,1195,10,13,0.9394688079061149,0.9331597222222222,425900,427800
3109451,CABECEIRA GRANDE,Paracatu,Noroeste de Minas,105,81,91,95,70,72,52,65,18,26,0,0,0.8666666666666667,0.8641975308641975,20800,21000
3109501,CABO VERDE,Poços de Caldas,Sul/Sudoeste de Minas,157,124,120,123,94,95,46,58,48,62,0,0,0.7643312101910829,0.7580645161290323,30200,30400
3109600,CACHOEIRA DA PRATA,Metropolitana,Metropolitana de Belo Horizonte,13,9,13,14,9,10,7,9,2,4,0,0,1,1,3000,3100
3109709,CACHOEIRA DE MINAS,Poços de Caldas,Sul/Sudoeste de Minas,46,37,41,41,32,32,8,10,24,31,0,0,0.8913043478260869,0.8648648648648649,11250,11250
3109808,CACHOEIRA DOURADA,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,4,4,4,6,4,5,2,2,2,2,0,0,1,1,1000,1100
3109907,CAETANOPOLIS,Curvelo,Metropolitana de Belo Horizonte,177,125,167,176,115,119,47,58,68,109,0,0,0.943502824858757,0.92,44300,44900
3110004,CAETE,Metropolitana,Metropolitana de Belo Horizonte,562,393,511,521,355,358,146,199,206,308,3,4,0.9092526690391459,0.9033078880407125,133650,134050
3110103,CAIANA,Muriaé,Zona da Mata,101,73,70,70,48,48,16,20,32,50,0,0,0.693069306930693,0.6575342465753424,19000,19000
3110202,CAJURI,Muriaé,Zona da Mata,38,35,33,36,30,33,8,8,22,25,0,0,0.868421052631579,0.8571428571428571,9100,9400
3110301,CALDAS,Poços de Caldas,Sul/Sudoeste de Minas,133,107,119,122,94,95,40,53,53,65,1,1,0.8947368421052632,0.8785046728971962,30300,30400
3110400,CAMACHO,Divinópolis,Oeste de Minas,22,18,15,15,12,12,8,9,4,6,0,0,0.6818181818181818,0.6666666666666666,3600,3600
3110509,CAMANDUCAIA,Poços de Caldas,Sul/Sudoeste de Minas,190,162,112,120,97,100,41,48,56,64,0,0,0.5894736842105263,0.5987654320987654,28800,29100
3110608,CAMBUI,Poços de Caldas,Sul/Sudoeste de Minas,304,214,249,256,173,174,81,104,91,144,1,1,0.819078947368421,0.8084112149532711,63800,63900
3110707,CAMBUQUIRA,Varginha,Sul/Sudoeste de Minas,370,245,354,361,234,235,96,127,135,221,3,6,0.9567567567567568,0.9551020408163265,93500,93600
3110806,CAMPANARIO,Teófilo Otoni,Vale do Rio Doce,167,126,161,163,121,122,50,66,71,95,0,0,0.9640718562874252,0.9603174603174603,41700,41800
3110905,CAMPANHA,Varginha,Sul/Sudoeste de Minas,263,175,240,251,155,155,43,54,110,184,2,2,0.9125475285171103,0.8857142857142857,66800,66800
3111002,CAMPESTRE,Poços de Caldas,Sul/Sudoeste de Minas,59,40,37,37,24,24,12,18,12,19,0,0,0.6271186440677966,0.6,9300,9300
3111101,CAMPINA VERDE,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,188,154,140,147,114,116,53,62,60,77,1,1,0.7446808510638298,0.7402597402597403,35950,36250
3111150,CAMPO AZUL,Montes Claros,Norte de Minas,276,205,253,254,184,184,29,36,155,217,0,0,0.9166666666666666,0.8975609756097561,72300,72300
3111200,CAMPO BELO,Divinópolis,Oeste de Minas,675,477,637,643,448,450,209,275,236,357,3,5,0.9437037037037037,0.939203354297694,163950,164150
3111309,CAMPO DO MEIO,Varginha,Sul/Sudoeste de Minas,307,234,278,282,214,214,141,193,71,83,2,2,0.9055374592833876,0.9145299145299145,64400,64400
3111408,CAMPO FLORIDO,Uberaba,Triângulo Mineiro/Alto Paranaíba,251,175,226,238,155,161,44,59,110,166,1,1,0.900398406374502,0.8857142857142857,61950,62650
3111507,CAMPOS ALTOS,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,142,116,131,135,107,107,65,78,41,52,1,1,0.9225352112676056,0.9224137931034483,31600,31600
3111606,CAMPOS GERAIS,Varginha,Sul/Sudoeste de Minas,436,286,372,377,243,243,128,185,115,187,0,0,0.8532110091743119,0.8496503496503497,93100,93100
3111705,CANAA,Muriaé,Zona da Mata,213,164,213,216,164,164,66,79,96,132,2,2,1,1,56200,56200
3111804,CANAPOLIS,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,122,96,113,117,87,90,44,54,43,59,0,0,0.9262295081967213,0.90625,28500,28800
3111903,CANA VERDE,Divinópolis,Oeste de Minas,94,70,86,86,64,64,18,21,46,65,0,0,0.9148936170212766,0.9142857142857143,23700,23700
3112000,CANDEIAS,Divinópolis,Oeste de Minas,130,101,116,118,90,91,22,27,66,85,2,4,0.8923076923076924,0.8910891089108911,32400,32500
3112059,CANTAGALO,Governador Valadares,Vale do Rio Doce,174,136,173,178,135,138,51,63,83,109,1,1,0.9942528735632183,0.9926470588235294,45700,46000
3112109,CAPARAO,Muriaé,Zona da Mata,282,218,259,262,200,201,132,170,68,89,0,0,0.9184397163120568,0.9174311926605505,58650,58850
3112208,CAPELA NOVA,São João Del Rei,Campo das Vertentes,159,128,139,141,112,113,25,29,87,110,0,0,0.8742138364779874,0.875,38800,39000
3112307,CAPELINHA,Diamantina,Jequitinhonha,1472,920,1384,1420,858,868,105,156,740,1203,13,25,0.9402173913043478,0.9326086956521739,401500,402700
3112406,CAPETINGA,Passos,Sul/Sudoeste de Minas,116,86,113,121,83,87,30,37,51,74,2,2,0.9741379310344828,0.9651162790697675,30400,31000
3112505,CAPIM BRANCO,Metropolitana,Metropolitana de Belo Horizonte,102,69,100,101,68,68,26,32,42,68,0,0,0.9803921568627451,0.9855072463768116,26800,26800
3112604,CAPINOPOLIS,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,261,196,255,276,190,205,21,29,165,222,4,4,0.9770114942528736,0.9693877551020408,74100,75700
3112653,CAPITAO ANDRADE,Governador Valadares,Vale do Rio Doce,218,163,195,195,147,147,83,109,63,85,1,1,0.8944954128440367,0.901840490797546,47800,47800
3112703,CAPITAO ENEAS,Montes Claros,Norte de Minas,1006,679,953,974,638,648,143,179,489,765,6,9,0.9473161033797217,0.9396170839469808,268600,269900
3112802,CAPITOLIO,Passos,Sul/Sudoeste de Minas,22,12,22,22,12,12,9,14,3,8,0,0,1,1,5200,5200
3112901,CAPUTIRA,Muriaé,Zona da Mata,339,259,232,240,169,173,66,85,103,147,0,0,0.6843657817109144,0.6525096525096525,61100,61700
3113008,CARAI,Teófilo Otoni,Jequitinhonha,1562,973,1441,1451,882,885,157,206,720,1229,5,6,0.9225352112676056,0.9064748201438849,412300,412600
3113107,CARANAIBA,São João Del Rei,Campo das Vertentes,107,80,107,107,80,80,34,44,46,63,0,0,1,1,27700,27700
3113206,CARANDAI,São João Del Rei,Campo das Vertentes,270,199,246,251,181,181,86,107,93,134,2,5,0.9111111111111111,0.9095477386934674,63300,63300
3113305,CARANGOLA,Muriaé,Zona da Mata,1166,819,1078,1098,758,767,357,483,399,591,2,4,0.9245283018867925,0.9255189255189256,275300,276300
3113404,CARATINGA,Timóteo,Vale do Rio Doce,1017,691,926,933,629,631,284,393,345,533,0,0,0.9105211406096362,0.91027496382055,238400,238700
3113503,CARBONITA,Diamantina,Jequitinhonha,308,240,303,305,235,237,41,51,194,252,0,0,0.9837662337662337,0.9791666666666666,85800,86000
3113602,CAREACU,Varginha,Sul/Sudoeste de Minas,58,51,44,46,39,39,19,22,20,22,0,0,0.7586206896551724,0.7647058823529411,11000,11000
3113701,CARLOS CHAGAS,Teófilo Otoni,Vale do Mucuri,496,384,414,428,319,328,96,118,221,293,2,3,0.8346774193548387,0.8307291666666666,112600,113700
3113800,CARMESIA,Timóteo,Vale do Rio Doce,44,24,37,50,20,24,1,1,16,32,3,4,0.8409090909090909,0.8333333333333334,11400,12300
3113909,CARMO DA CACHOEIRA,Varginha,Sul/Sudoeste de Minas,154,110,142,142,100,100,56,73,44,69,0,0,0.922077922077922,0.9090909090909091,35300,35300
3114006,CARMO DA MATA,Divinópolis,Oeste de Minas,145,105,130,132,94,94,60,81,32,46,2,3,0.896551724137931,0.8952380952380953,31100,31100
3114105,CARMO DE MINAS,Varginha,Sul/Sudoeste de Minas,399,280,385,398,269,273,128,179,137,201,4,5,0.9649122807017544,0.9607142857142857,97800,98400
3114204,CARMO DO CAJURU,Divinópolis,Oeste de Minas,68,47,59,61,40,41,13,17,27,42,0,0,0.8676470588235294,0.851063829787234,16000,16100
3114303,CARMO DO PARANAIBA,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,317,219,289,294,199,201,78,107,120,181,1,1,0.9116719242902208,0.908675799086758,76200,76400
3114402,CARMO DO RIO CLARO,Passos,Sul/Sudoeste de Minas,259,175,239,245,158,162,75,102,83,137,0,0,0.9227799227799228,0.9028571428571428,61400,61900
3114501,CARMOPOLIS DE MINAS,Divinópolis,Oeste de Minas,87,74,63,63,55,55,14,16,41,47,0,0,0.7241379310344828,0.7432432432432432,17300,17300
3114550,CARNEIRINHO,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,70,57,60,63,51,53,18,21,33,39,0,0,0.8571428571428571,0.8947368421052632,15900,16200
3114600,CARRANCAS,São João Del Rei,Campo das Vertentes,30,21,26,26,18,18,6,8,12,18,0,0,0.8666666666666667,0.8571428571428571,7000,7000
3114709,CARVALHOPOLIS,Varginha,Sul/Sudoeste de Minas,5,4,4,4,3,3,1,1,2,3,0,0,0.8,0.75,1100,1100
3114808,CARVALHOS,Juiz de Fora,Sul/Sudoeste de Minas,143,117,133,133,107,107,60,71,47,62,0,0,0.9300699300699301,0.9145299145299145,32750,32750
3114907,CASA GRANDE,São João Del Rei,Metropolitana de Belo Horizonte,8,7,8,9,7,8,0,0,7,8,0,0,1,1,2400,2500
3115003,CASCALHO RICO,Uberlândia,Triângulo Mineiro/Alto Paranaíba,25,22,25,27,22,22,12,13,10,12,0,0,1,1,6200,6200
3115102,CASSIA,Passos,Sul/Sudoeste de Minas,309,226,281,293,204,206,74,98,126,177,4,6,0.9093851132686084,0.9026548672566371,74900,75200
3115201,CONCEICAO DA BARRA DE MINAS,São João Del Rei,Campo das Vertentes,119,99,114,114,97,97,38,40,59,74,0,0,0.957983193277311,0.9797979797979798,30200,30200
3115300,CATAGUASES,Muriaé,Zona da Mata,567,377,507,516,341,342,132,178,206,323,3,6,0.8941798941798942,0.9045092838196287,134600,134700
3115359,CATAS ALTAS,Metropolitana,Metropolitana de Belo Horizonte,45,36,41,43,33,33,15,19,18,22,0,0,0.9111111111111111,0.9166666666666666,10400,10400
3115409,CATAS ALTAS DA NORUEGA,São João Del Rei,Metropolitana de Belo Horizonte,196,126,181,189,116,120,31,52,85,129,0,0,0.923469387755102,0.9206349206349206,49100,49800
